Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
"ЧЕЛЯБОБЛТОППРОМ ОАО ""ЧЕСМЕНСКИЙ ФИЛИАЛ""",0,,83516921960,,,,,457220  Челябинская область  Чесменский район  село Чесма  улица Чапаева  дом 73-а
"ЧЕЛЯБОБЛТОППРОМ ОАО ""ОКТЯБРЬСКИЙ ФИЛИАЛ""",0,,83515852836,,,,,457170  Челябинская область  Октябрьский район  село Октябрьское  улица Строителей  дом 36
ЛИНПАРК логистический комплекс,0,,83512204202,, ,,,454012  Челябинск  Копейское шоссе  дом 9-п
ЧЕЛЯБКОММЕРС складской комплекс,0,,83512621251,, ,,,454045  Челябинск  2-я Потребительская улица  дом 28
СИНЕРГИЯ,0,,83517742229,,,,,454081  Челябинск  улица Героев Танкограда  дом 6
"ЧЕЛЯБОБЛТОППРОМ ОАО ""КУНАШАКСКИЙ ФИЛИАЛ""",0,,83514831356,,,,,456730  Челябинская область  Кунашакский район  село Кунашак  Пионерская улица  дом 100
СВЯЗЬСТРОЙ-5 ТРЕСТ производственная база,0,,83517751205,,,,,454079  Челябинск  Линейная улица  дом 53
"КОМБИНАТ ""САМОЦВЕТ"" ФГУ РОСРЕЗЕРВА",0,,83512697460,,,,,454087  Челябинск  Ярославская улица  дом 1
ИП ГЕРАСИМЕНКО,0,,83512621230,,,,,454053  Челябинск  улица Шарова  дом 57
Гефест-Сталь,0,,83517503527,,гефест-сталь74.рф,,,Челябинск  проспект Ленина  дом 81
Марвин Энерго,0,https://wa.me/79000771190,,79000771190,mvng.ru,,,Челябинск  улица Братьев Кашириных  дом 10-а
Сфера Урала компания,0,,83517755715,,,,,Челябинск  улица 40 лет Октября  дом 20
Сваяр,0,,83512420225,,svayar.com,,,454085  Челябинск  улица Марченко  дом 22
Технопром Челябинск компания,0,,83512420225,,ktprom.ru,,,454085  Челябинск  улица Марченко  дом 22
Армаком,0,https://wa.me/79080504125,,79080504125,,,,Челябинск  улица Молодогвардейцев  дом 59
Refort,0,,83517775359,,,,,454014  Челябинск  Комсомольский проспект  дом 50
СТК-Стройкомплект74,0,https://wa.me/79525255666,,79525255666,,,,Челябинск  Новоградский тракт  дом 4/5
Сырьевая компания Барус,0,,83517298890,,skbarus.ru,,,Челябинск  Пионерская улица  дом 7-б
Металлбазы.рф,0,https://wa.me/79068914105,,79068914105,metallbazi.ru,,,Челябинск  Троицкий тракт  дом 36-в
Максим компания,0,,83512501199,,ooomaxim.org,,,Челябинск  Свердловский тракт  дом 1-б
Челябтрубкомплект,0,https://wa.me/79222339339,,79222339339,cheltk.kz,,,Челябинск  Северная улица  дом 52
Универсал,0,https://wa.me/79191236160,,79191236160, ,,,Челябинск  Сталелитейная улица  дом 34
Слома-нет,0,,83511234567,,chelyabinsk.sloma-net.ru,,,454080  Челябинск  улица Энтузиастов  дом 12
ГОРОДСКАЯ СРЕДА,0,,83512149300,,,,,454106  Челябинск  Неглинная улица  дом 45
Работаем на 5,0,https://wa.me/79955474617,,79955474617,chelyabinsk.rabotaem-na5.ru,,,454091  Челябинск  улица Труда  дом 203
УралТехКомплект,0,,83512593503,,utk74.ru,,,454081  Челябинск  улица Героев Танкограда  дом 52-п
Демонтаж-Челябинск.рф,0,https://wa.me/79517786202,,79517786202,демонтаж-челябинск.рф,,,454038  Челябинск  шоссе Металлургов  дом 7-п  офис 23
ПИК,0,,83517979786,,kpd174.ru,,,454008  Челябинск  улица Косарева  дом 6  офис 128
АЛМАЗНАЯ РЕЗКА строительная фирма,0,,83512391840,, ,,,454016  Челябинск  улица Братьев Кашириных  дом 87-а  13 офис  1 этаж  вход с ул. Университетская Набережная
ТЕХПРОМ строительная компания,0,,83512817316,, ,,,454021  Челябинск  улица Молодогвардейцев  дом 60-в  6 этаж
СТРОИТЕЛЬНАЯ ФИРМА,0,https://wa.me/79823189796,,79823189796,pereplanirovka.pulscen.ru,,,454071  Челябинск  улица Героев Танкограда  дом 53
АГЕНТСТВО ПЕРЕЕЗДОВ многопрофильная компания,0,,83512235313,, ,,,454008  Челябинск  Свердловский проспект  дом 2  316 офис
СПЕЦЗЕМСТРОЙ строительная фирма,0,,83512817316,, ,,,454021  Челябинск  улица Молодогвардейцев  дом 60-в  6 этаж
ДЕДАЛ строительная компания,0,https://wa.me/79028626754,,79028626754,,,,454021  Челябинск  Комсомольский проспект  дом 94  11 офис
АВТОПЕРЕЕЗД-СЕРВИС транспортная фирма,0,,83512158281,, ,,,454084  Челябинск  Каслинская улица  дом 77  606 офис
ФОРМАТ строительная компания,0,https://wa.me/79028998490,,79028998490, ,,,454007  Челябинск  улица 40 лет Октября  дом 24  1 офис
ПРОМЗЕМСТРОЙ строительная компания,0,,83512817316,, ,,,454021  Челябинск  улица Молодогвардейцев  дом 60-в  6 этаж
СТРОЙТРЕСТ УРАЛ группа компаний,0,,83512253129,,,,,454106  Челябинск  Тепличная улица  дом 1
ЮЖНЫЙ УРАЛ транспортная компания,0,,83512236366,, ,,,454048  Челябинск  улица Курчатова  дом 19  корпус 1  1 этаж
СТЕКЛОПРОМТОРГ,0,,83512627625,,www.steklopromtorg.tiu.ru,,,454053  Челябинск  Троицкий тракт  дом 21
БРЕНДЛЕНТА,0,,88006001806,,chelyabinsk.brandtape.ru,,,454036  Челябинск  Первомайская улица  дом 1  а
СТЕКЛО-ЗЕРКАЛО-ПЛЮС,0,,83512704224,,,,,454081  Челябинск  Артиллерийская улица  дом 102
ЭТАЛОН,0,,83512694134,,www.sparta74.ru,,,454045  Челябинск  Станционная улица  дом 2
МАГНУМ,0,,83517962802,, ,,,454138  Челябинск  проспект Победы  дом 290-в  1-й эт.
ОРГСТЕКЛО-АС,0,,83517277393,,osteklo.ru,,,454006  Челябинск  улица Свободы  дом 2
СТЕКЛОРЕЗ-ЦЕНТРАЛЬНЫЙ,0,,83512664077,,szchel.ru,,,454006  Челябинск  улица Карла Маркса  дом 28-а  бокс 44
ЦЕНТР СТЕКЛОМОНТАЖА,0,,83512481338,, ,,,454053  Челябинск  Троицкий тракт  дом 56
МАСТЕРСКАЯ ПО РЕЗКЕ СТЕКЛА,0,,83512376371,,,,,454048  Челябинск  улица Доватора  дом 17
КМ-СТЕКЛОСЕРВИС,0,,83512619197,, ,,,454091  Челябинск  улица Плеханова  дом 1
ИНТЕРГЛАСС-УРАЛ,0,,83512609060,,www.interglass-ural.ru,,,454048  Челябинск  улица Образцова  дом 1
АРСЕНАЛ-АНАЛИТИК,0,,83517905530,, ,,,454008  Челябинск  Свердловский проспект  дом 7-а
СТЕКЛОРЕЗ,0,,83517261505,,,,,454031  Челябинск  шоссе Металлургов  дом 27
ЦЕНТР АРХИТЕКТУРНОГО ТОНИРОВАНИЯ,0,,83512101530,, ,,,454000  Челябинск  Ударная улица  дом 7-а
АГАТ СК,0,,83517761707,,scagat.narod.ru,http://vk.com/vitragemodern74,,454091  Челябинск  улица Энгельса  дом 97
МАГАЗИН ЗЕРКАЛ,0,,83517918822,,www.zerkala.net,http://vk.com/vitragemodern74,,454008  Челябинск  Цинковая улица  дом 1  корпус 2
МОДЕРН ГЛАСС,0,,83512593994,, ,http://vk.com/vinil174,,454010  Челябинск  Енисейская улица  дом 8
АБСТРАКЦИЯ зеркальная мастерская,0,https://wa.me/79080550676,,79080550676,74zerkalo.umi.ru,,,454038  Челябинск  улица Монтажников  дом 4-а
ЧЕЛЯБСТЕКЛОПРОМ,0,,83512170728,, ,http://vk.com/chelsteklo,,454006  Челябинск  улица Карла Маркса  дом 28-а
ПРОМСТЕКЛОЦЕНТР,0,,88001009905,, ,,,454010  Челябинск  улица Гагарина  дом 9-а
Оргстекло-Ас,0,,83517776699,, ,,,Челябинск  Российская улица  дом 35-а
Пять звёзд,0,https://wa.me/79191231788,,79191231788,,,,Челябинск  улица Чичерина  дом 22
Стимул,0,https://wa.me/79028906137,,79028906137,,https://vk.com/public151974853,,Челябинск  улица Нахимова  дом 20-п
Моллио,0,,83517257806,,,,,454000  Челябинск  Свердловский тракт  дом 5
Челябстеклоцентр,0,https://wa.me/79000228567,,79000228567,,,,Челябинск  улица Братьев Кашириных  дом 44
Зеркала74 магазин,0,,83512147070,,zerkala74.ru,,,454008  Челябинск  Цинковая улица  дом 1  корпус 2
СФК-Монтаж,0,https://wa.me/79252006385,,79252006385,,,,Челябинск  улица Тарасова  дом 15
ПКБ Наукоёмкие технологии,0,,83512307130,,,,,Челябинск  улица Ворошилова  дом 21
СТЕКЛОСТИЛЬ ЧЗКС,0,,83517252620,,www.steklostil.ru,,,454038  Челябинск  Промышленная улица  дом 1-в
АСП74,0,,83517111426,,стеклопластиковая-арматура.рф,http://vk.com/aspchel,,454090  Челябинск  Мелькомбинат 2  участок 1  д 18
Оргстекло-Ас,0,,83517776699,, ,,,Челябинск  Российская улица  дом 35-а
ТСС пск,0,,83517503336,,,,,Челябинск  Первомайская улица  дом 1  корпус А
Арматурный завод,0,,83512302515,,,,,Челябинск  улица Свободы  дом 88-г
WOODBOXSTUDIO,0,,83517768821,, ,https://vk.com/frezerovkachelyabinsk,,454074  Челябинск  Сормовская улица  дом 28/1
ЕвроЛесЧелябинск,0,,83512473402,, ,,,454053  Челябинск  Троицкий тракт  дом 56  склад № 6
РУССКИЙ ЛЕС,0,,83512318543,, ,,,454119  Челябинск  улица Нахимова  дом 20-п
AGISHEV мастерская,0,,83512230826,, ,http://vk.com/agishevwood,,454000  Челябинск  Копейское шоссе  дом 48
FINEX,0,,83512251783,, ,,,454080  Челябинск  улица Труда  дом 156
ИМПОСТ столярный цех,0,,83512557894,,,,,454139  Челябинск  Бугурусланский переулок  дом 1
