Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
Pixel mosaic,000000000,https://wa.me/79502286677,,79502286677,pixel-mosaic.ru,,,195279  Санкт-Петербург  шоссе Революции  дом 102  корпус А
МИНЕРАЛ-АРТ-ДИЗАЙН,000000000,,88125681367,, ,,,192148  Санкт-Петербург  улица Крупской  дом 55
"ФЕНСТЕР СПб, торгово-сервисная компания",000000000,,88129420128,, ,,,192071  Санкт-Петербург  Бухарестская улица  дом 39
АКВА-ДЕЛЬТА,000000000,,88122520203,, ,,,196084  Санкт-Петербург  набережная Обводного канала  дом 96-а  помещение 11-н
ТОПОЛ-ЭКО НЕВА,000000000,,88126333455,, ,,,192012  Санкт-Петербург  проспект Обуховской Обороны  дом 271-а  офис 231
НПО АКВАИНЖ,000000000,,88123831923,, ,,,199397  Санкт-Петербург  улица Кораблестроителей  дом 30-а  помещение 70-н
ЦТОМ,000000000,,88123831923,,ctom.su,,info@ctom.su,193232  Ленинградская область  Всеволожский район  деревня Кудрово  улица Промышленная  дом 3
СКИЛЛ,000000000,,88123831923,,,,info@skill-spb.ru,
TARKETT CONCEPT STORE ШОУРУМ,000000000,,88124294998,,www.tarkett.ru,https://vk.com/tarkett_russia,,191144  Санкт-Петербург  Суворовский проспект  дом 33  офис 29
ПАРКЕТ ХОЛЛ,000000000,,88124294998,,,,,
ПАРКЕТ МАСТЕР,000000000,,88129860631,,parketmaster.su,,,195273  Санкт-Петербург  улица Руставели  дом 5
ЮТТА,000000000,,88129860631,,,https://vk.com/utta_ru,,
"HOME, многофункциональное агентство недвижимости",000000000,,88124261012,, ,http://vk.com/mfa_home,,191036  Санкт-Петербург  Полтавская улица  дом 5/29  328 офис  3 этаж
ЛАГУНА,000000000,,88124261012,, ,,info@lagunaplus.com,194044  Санкт-Петербург  Большой Сампсониевский проспект  дом 28
АВРОРА,000000000,,88124261012,, ,,wiwa-olimp@mail.ru,"198152  Санкт-Петербург  Краснопутиловская улица  дом 69  БЦ ""Цитадель"""
ОГНЕЗАЩИТНЫЕ РАБОТЫ,000000000,https://wa.me/79219321578,,79219321578,nesgorim.ru,https://vk.com/public210311431,,192289  Санкт-Петербург  улица Олеко Дундича  дом 35  корпус 1
ПОЛИМЕРНЫЕ,000000000,,,, ,,info@rezina-plastik.ru,198095  Санкт-Петербург  Михайловский переулок  дом 7-а
СИЛАНТ,000000000,,,,www.silant-coating.ru,,info@silant-coating.ru,198320  Санкт-Петербург  Кингисеппское шоссе  дом 55
Stabilen,000000000,,,,stabilen.com,https://vk.com/public191535856,stabilen_2@mail.ru,188660  Ленинградская область  Всеволожский район  дорога на Мендсары  дом 16  здание МС-1
ИНЖЕНЕРНЫЕ,000000000,,,, ,,mail@entech.spb.ru,194156  Санкт-Петербург  проспект Энгельса  дом 27
"ШАР, НПФ",000000000,,88002223341,, ,https://vk.com/npf_shar_spb,,195248  Санкт-Петербург  улица Дегтярёва  дом 4  3-й эт.  офис 36
БИГ МЕШОК,000000000,,88123098830,,bigmeshok.ru,,,195248  Санкт-Петербург  проспект Энергетиков  дом 19-а
Оргамат,000000000,,88002345494,,orgamat.ru,,,196210  Санкт-Петербург  Штурманская улица  дом 38  корпус 1
"ПИК-ИНЖИНИРИНГ, торговая компания",000000000,,88124269777,, ,,,195273  Санкт-Петербург  Пискарёвский проспект  дом 63-а
СКИЛЛ,000000000,,88124269777,,,,info@skill-spb.ru,
ЦТОМ,000000000,,88124269777,,ctom.su,,info@ctom.su,193232  Ленинградская область  Всеволожский район  деревня Кудрово  улица Промышленная  дом 3
ОЛИМП и К°,000000000,,88124269777,,,,,
Денпол,000000000,,88002506778,,denpol.ru,,,196066  Санкт-Петербург  Московский проспект  дом 212
TARKETT CONCEPT STORE ШОУРУМ,000000000,,88124294998,,www.tarkett.ru,https://vk.com/tarkett_russia,,191144  Санкт-Петербург  Суворовский проспект  дом 33  офис 29
КОНСАЛТ ПАРКЕТ,000000000,https://wa.me/79111116199,,79111116199,kp-opt.ru,,,"195112  Санкт-Петербург  проспект Шаумяна  дом 18  БЦ ""Малая Охта"""
Super-Cтяжка,000000000,,88129217151,,suhaya-styazhka.spb.ru,,,199106  Санкт-Петербург  26-я линия  дом 9  литера А
"EDENIZA, коворкинг-центр",000000000,,88124247975,,www.edeniza.ru,https://vk.com/edenizaspb,,191119  Санкт-Петербург  Транспортный переулок  дом 1  4-й эт.
АРХИМЕД,000000000,,88124247975,,,,,
ПОТОЛКИ-СПБ,000000000,https://wa.me/79522370605,,79522370605, ,https://vk.com/potolki_spb1,,192102  Санкт-Петербург  Бухарестская улица  дом 24
Евродекор,000000000,,88129853565,,evrodecor.com,,,188662  Ленинградская область  Всеволожский район  проспект Авиаторов Балтики  дом 17
ПОТОЛКИ-КЛАБ,000000000,https://wa.me/79112087139,,79112087139, ,,,195030  Санкт-Петербург  улица Коммуны  дом 63
EKOFORT,000000000,https://wa.me/79219518559,,79219518559, ,https://vk.com/ekofortpotolki,,192019  Санкт-Петербург  Мельничная улица  дом 22
ЦСПД Групп,000000000,https://wa.me/79213122513,,79213122513,cspd.group,,,191186  Санкт-Петербург  Думская улица  дом 1-3
БТИОБЛ,000000000,https://wa.me/79218775322,,79218775322, ,,,188512  Санкт-Петербург  Ломоносов  Владимирская улица  дом 6
KREA.tiff,000000000,,88123371713,,kreadv.ru,,,191186  Санкт-Петербург  Миллионная улица  дом 23-а
СТК 21 ВЕК,000000000,,88123184035,,stk21vek.ru,,,190068  Санкт-Петербург  Садовая улица  дом 74
РУССКОЕ,000000000,,88123184035,, ,,russiancasting.spb@yandex.ru,193230  Санкт-Петербург  Октябрьская набережная  дом 50-а  помещение 100-Н (319)
ЗЕЛЕНЫЙ ЗАБОР,000000000,,88129883407,, ,,,195253  Санкт-Петербург  шоссе Революции  дом 58-аи
ГУД ФЭНС,000000000,,88124261627,, ,,,194362  Санкт-Петербург  Парголово  Выборгское шоссе  дом 356
ФирКон,000000000,https://wa.me/79111726106,,79111726106,postroimzabor.ru,,,192012  Санкт-Петербург  Мурзинская улица  дом 11  офис 1107
"ОСНОВА ЗАБОР, производственно-монтажная компания",000000000,https://wa.me/79218476171,,79218476171, ,https://vk.com/osnovazabor,,195299  Санкт-Петербург  Киришская улица  дом 2-а  608 офис  6 этаж
Ависком,000000000,,88125654628,,zavod-aviskom.ru,https://vk.com/club50177779?utm_medium=site,,194356  Санкт-Петербург  поселок Парголово  Выборгское шоссе  дом 212
АРСЕНАЛ-СРО,000000000,,88129483341,,arsenal-sro.ru,,,198099  Санкт-Петербург  Промышленная улица  дом 19-Р  офис 306
"МЕЖРЕГИОНАЛЬНЫЙ СОЮЗ СТРОИТЕЛЕЙ, филиал Санкт-Петербургский",000000000,,88129358585,, ,,,190020  Санкт-Петербург  набережная Обводного канала  дом 138
SWEDBE,000000000,,88126050073,,swedbe.com,,,"190031  Санкт-Петербург  улица Ефимова  дом 4-а  БЦ ""Мир"""
СИРИУС,000000000,,88126076127,,siriusopt.ru,,,192102  Санкт-Петербург  улица Салова  дом 53  корпус 1  литера В
МАТЕРИК,000000000,,88126076127,,,,,
"НАШИ ЛЮКИ, производственно-торговая компания",000000000,,88122444044,, ,,,197348  Санкт-Петербург  Аэродромная улица  дом 6
ПК ИНВЕРТИКА,000000000,,88123892789,,www.invertika.spb.ru,https://vk.com/invertika,,193079  Санкт-Петербург  улица Новосёлов  дом 8
МАСТЕРСКАЯ ПО РЕМОНТУ ЭЛЕКТРОИНСТРУМЕНТА,000000000,,88125723020,, ,,,191119  Санкт-Петербург  улица Черняховского  дом 15
ТЕХРЕСУРС,000000000,,88003006818,, ,,,195248  Санкт-Петербург  проспект Энергетиков  дом 19  офис 101А
"CARWELD, производственная компания",000000000,https://wa.me/79119272330,,79119272330,carweld.ru,,,197101  Санкт-Петербург  улица Чапаева  дом 17
ЖелДорЛогистика,000000000,,,,zd-logistika.ru,,info@zdl.spb.ru,"192281  Санкт-Петербург  Балканская площадь  дом 5-д  офисный центр ""Балканский-4""  6 этаж  офис 863"
СКЛАДЛАЙН,000000000,,,, ,,sklad@skladline.com,192289  Санкт-Петербург  Софийская улица  дом 95-а
МИЛРОД,000000000,,88126886606,,milrod.ru,,,192289  Санкт-Петербург  Малая Балканская улица  дом 59  корпус 1  литера Б  офис 303
АНКО,000000000,,88124549252,, ,,,198099  Санкт-Петербург  Оборонная улица  дом 10-а
ГлавМех,000000000,,88125615957,,glavmech.ru,,,"192019  Санкт-Петербург  улица Седова  дом 11  БЦ ""Эврика""  офис 602"
РосТех СПб,000000000,https://wa.me/79111872457,,79111872457, ,,,192019  Санкт-Петербург  улица Бехтерева  дом 3  корпус 2
СМАРТСНАБ,000000000,,88129860888,,,,,"195027  Санкт-Петербург  Брантовская дорога  дом 3  ТРЦ ""Охта Молл"""
Deconstruction,000000000,,88003016713,, ,,,191144  Санкт-Петербург  улица Моисеенко  дом 22-з
Слома-нет,000000000,,88121234567,,piter.sloma-net.ru,,,193231  Санкт-Петербург  улица Дыбенко  дом 42
БЛИК,000000000,,88121234567,,,,blikspb@bk.ru,
"НОРД-ГЛАСС, компания по производству стекла",000000000,,88129602587,,www.nord-glass.com,,,194100  Санкт-Петербург  Новолитовская улица  дом 15
