Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
СЛАВЯНСКИЙ БАЗАР ХОЛДИНГ,0,,88312577453,,,,,603004  Нижний Новгород  проспект Октября  дом 4  а,,
БИЗНЕС-ЦЕНТР,0,,88312459928,, ,,,603028  Нижний Новгород  Московское шоссе  дом 84  Б,,
ОКСКИЙ БИЗНЕС ЦЕНТР  компания,0,,88312748553,,,,,603001  Нижний Новгород  Рождественская улица  дом 20,,
ЭЛСТОН  компания,0,,88314330131,,,,,603001  Нижний Новгород  Рождественская улица  дом 20,,
ПЕРЕСВЕТ  компания,0,,88314313321,, ,,,603001  Нижний Новгород  Кожевенная улица  дом 6,,
КОВОРКИНГ 515,0,,88312150270,, ,,,603001  Нижний Новгород  Почаинская улица  дом 20,,
НЕЗАВИСИМОСТЬ,0,,88314174141,, ,,,603106  Нижний Новгород  улица Адмирала Васюнина  дом 2  3-й эт.,,
ЭКСКЛЮЗИВ-НН,0,,88314130147,, ,,,603159  Нижний Новгород  Пролетарская улица  дом 7,,
ИП ЗАХАРОВА Н.А.,0,https://wa.me/79519026013,,79519026013, ,,,603024  Нижний Новгород  Полтавская улица  дом 22,,
ШишкиНо  офис продаж,0,,88314130706,, ,,,Нижний Новгород  улица Ульянова  дом 26/11,,
Эко-поселок Дубки  офис продаж,0,,88312838888,,dubki-bor.ru,,,Нижний Новгород  улица Дунаева  дом 12,,
Индиго,0,,88312202737,,,https://vk.com/kinofaktura,,Нижний Новгород  проспект Гагарина  дом 29,,
Международная  строительная компания,0,,88314240561,,htnnov.com,,,Нижний Новгород  Ильинская улица  дом 36,,
АЛЬПАРИ+,0,https://wa.me/79107901924,,79107901924, ,,,"603158  Нижний Новгород  улица Зайцева  дом 31  БЦ ""Зайцев Бизнес Парк""",,
ПЕСКОВОЗ 52,0,,88314243555,, ,,,603064  Нижний Новгород  улица Новикова-Прибоя  дом 4,,
МЕТАЛЛИНВЕСТСЕРВИС  торгово-строительная компания,0,,88314177608,,metallinvestservis.tiu.ru,,,603122  Нижний Новгород  улица Ванеева  дом 199  6 офис  1 этаж,,
ПРОФСТРОЙГАРАНТ  строительная компания,0,,88314238520,, ,,,603009  Нижний Новгород  проспект Гагарина  дом 168,,
ЕВРО-СТРОЙ НН,0,https://wa.me/79200466606,,79200466606,evrostroi-nn.com,,,603090  Нижний Новгород  проспект Ленина  дом 73,,
АРЕНДА СПЕЦТЕХНИКИ-НН  компания по аренде спецтехники,0,,88314138177,, ,,,Нижний Новгород  улица Чаадаева  дом 45  а,,
ПОВОЛЖЬЕ  добывающая компания,0,https://wa.me/79302888825,,79302888825,,,,603105  Нижний Новгород  улица Ванеева  дом 34,,
ГРИС-ДМ,0,,88312771992,,,,,603116  Нижний Новгород  Гордеевская улица  дом 44-а,,
ГИПЕР НН,0,,88314236310,,,,,603016  Нижний Новгород  улица Окская Гавань  дом 1  а к3,,
СПЕЦМОНОЛИТСТРОЙ,0,,88312758137,, ,,,603141  Нижний Новгород  улица Шапошникова  дом 13,,
ФОРСТРОЙГРУПП,0,https://wa.me/79200629090,,79200629090,forstroy-group.ru,,,603034  Нижний Новгород  Шлиссельбургская улица  дом 23-в  офис 45а,,
БАРС,0,,88314145656,,строительство-нн.рф,,,603098  Нижний Новгород  Артельная улица  дом 31  офис 7,,
АЛЬФА-ЦЕНТР,0,,88314142907,, ,,,603058  Нижний Новгород  улица Шекспира  дом 10-а,,
ПАРТНЁР-ИНВЕСТ,0,,88312725062,, ,,,603098  Нижний Новгород  Ветеринарная улица  дом 4-а,,
АВТОСТРОЙМАШ,0,,88314152323,, ,,,603003  Нижний Новгород  улица Щербакова  дом 45,,
ЕВРОКОММЕРЦ,0,,88312520897,, ,,,603076  Нижний Новгород  проспект Ленина  дом 36  офис 125,,
ФИНИСТ-НН,0,,88314176030,, ,,,603000  Нижний Новгород  Плетневская улица  дом 2,,
СТРОЙБАЗА-НН  сеть магазинов строительных материалов,0,,88314176030,,,,,,,
НИЖЕГОРОДСКАЯ ОБОЙНАЯ КОМПАНИЯ,0,,88312754591,, ,,,603116  Нижний Новгород  Гордеевская улица  дом 97-а,,
КРАСОЧНЫЙ МАГАЗИН,0,,88312500600,,www.order-nn.ru,,,603058  Нижний Новгород  улица Героя Попова  дом 35-б,,
СТИЛЬНЫЙ ДОМ ОБОЕВ,0,,88314158162,, ,,,603000  Нижний Новгород  Комсомольское шоссе  дом 3-б  3-я овощная база,,
ПРОБКОВЫЙ ИНТЕРЬЕР,0,,88314158162,,,,,,,
КРАСОЧНЫЙ МАГАЗИН,0,,88314158162,,,,,,,
DECARO,0,,88314198398,,www.decaro.ru,,,603005  Нижний Новгород  улица Нестерова  дом 33,,
ДОМ ОБОЕВ,0,,88314168213,, ,,,603122  Нижний Новгород  улица Генерала Ивлиева  дом 30  корпус 1,,
ИЗБРАННОЕ,0,,88314213888,, ,,,603115  Нижний Новгород  улица Белинского  дом 11/66,,
АМПИР-ДЕКОР,0,,88312188223,, ,,,603024  Нижний Новгород  улица Генкиной  дом 65,,
ИДЕАЛ,0,,88314344839,, ,,,603024  Нижний Новгород  Ижорская улица  дом 18,,
ШТАБ КВАРТИРА,0,,88314286039,, ,,,603022  Нижний Новгород  улица Ванеева  дом 13,,
ЭЛЕКТРИКА  магазин,0,https://wa.me/79049121993,,79049121993, ,,,603158  Нижний Новгород  Победная улица  дом 17/1,,
OUTLET  магазин-склад,0,,88314129120,, ,,,603115  Нижний Новгород  Студёная улица  дом 68-а,,
STROYМАНИЯ  отделочно-дизайнерская компания,0,https://wa.me/79307117744,,79307117744,www.stroymania-nn.ru,,,603001  Нижний Новгород  Почаинская улица  дом 17  3 этаж,,
NESTHOME  магазин декора,0,https://wa.me/79201111857,,79201111857, ,,,603024  Нижний Новгород  улица Белинского  дом 83,,
ФОТООБОИ ЛИДЕР  торгово-производственная компания,0,,88314154889,,www.oboi-lider.ru,,,603001  Нижний Новгород  Рождественская улица  дом 22-е  11  12 офис,,
ОКНА КОМПАС,0,,88314154889,,,https://vk.com/oknakompas,,,,
ФАБРИКА КОМФОРТА  производственно-монтажная компания,0,,88314238542,, ,,,603005  Нижний Новгород  улица Минина  дом 20-Б  1 офис  1 этаж,,
Дом-НН  магазин дверей и окон,0,,88312312082,, ,,,603053  Нижний Новгород  проспект Бусыгина  дом 22,,
Окна Компас Премиум,0,,88312661693,,premiumoknann.ru,,,603000  Нижний Новгород  проспект Гагарина  дом 118,,
СЕТЬСТРОЙ,0,,88314154761,, ,,,603096  Нижний Новгород  улица Станиславского  дом 13,,
ОЛКОН-НН  торгово-производственная компания,0,,88312330330,,nn.okna-olkon.ru,https://vk.com/blog_olega_konovalenko  http://vk.com/public38831558,,603086  Нижний Новгород  улица Бетанкура  дом 6,,
АКАДЕМИЯ ОКОН  компания,0,,88314139876,, ,,,"603002  Нижний Новгород  улица Литвинова  дом 74-б  ТЦ ""Дом торговли""",,
ЦЕНТР ОКОН,0,https://wa.me/79200068027,,79200068027,,,,603147  Нижний Новгород  улица Юлиуса Фучика  дом 60,,
ТСК ТАНДЕМ  торгово-строительная компания,0,,88314111707,, ,,,603034  Нижний Новгород  Удмуртская улица  дом 4,,
ТК ПОЛИКОМ,0,https://wa.me/79306804703,,79306804703,,,,603116  Нижний Новгород  Гордеевская улица  дом 59  а к25,,
АЛЮПРОФ  торговая компания,0,,88312150115,,aluprof-nn.ru,,,603108  Нижний Новгород  Ракетная улица  дом 9  ч,,
SCHMITZ  оконный завод,0,,88314234343,, ,,,603147  Нижний Новгород  улица Юлиуса Фучика  дом 38  к1,,
ЭНЕРГИЯ  компания,0,https://wa.me/79200081705,,79200081705,,,,603044  Нижний Новгород  проспект Героев  дом 33  а,,
МИВТЕХ,0,https://wa.me/79103850002,,79103850002,vk.com/mivtex_okna_dveri_vacha,http://vk.com/mivtex_okna_dveri_vacha,,Нижегородская область  Вачский район  поселок Вача  Больничная улица  дом 5,,
СОЮЗ ОКНА  торгово-производственная компания,0,,88312309766,,souzokna.ru,,,603005  Нижний Новгород  Большая Покровская улица  дом 20-Б,,
ЗАСТЕКЛИМ52,0,,88312303223,, ,,,603074  Нижний Новгород  улица Мориса Тореза  дом 15-а,,
ОКНА НИЖНЕГО,0,,88312831011,,okna-nizhnego.ru,,,603011  Нижний Новгород  улица Июльских Дней  дом 1-д,,
ДИЖОН  НК,0,https://wa.me/79063510558,,79063510558, ,,,603041  Нижний Новгород  Молодёжный проспект  дом 16,,
ГРИГАРТ,0,https://wa.me/79107947214,,79107947214,grigart-glass.ru,,,603014  Нижний Новгород  улица Коминтерна  дом 5,,
ЛВИ  группа компаний,0,,88005557800,, ,,,603034  Нижний Новгород  Комсомольское шоссе  дом 5,,
АРЕФИЙ  ТПК,0,,88314143380,, ,,,603141  Нижний Новгород  поселок Черепичный  дом 3-а,,
НОВЫЙ МИР,0,,88314143380,,,,,,,
Монолит  ассоциация,0,https://wa.me/79200082928,,79200082928, ,,,Нижний Новгород  улица Марата  дом 15,,
Крамос,0,,88005550309,, ,,,Нижний Новгород  Деловая улица  дом 1,,
1-я Опалубочная Компания,0,,88312818889,,,,,Нижний Новгород  Шлиссельбургская улица  дом 23-а,,
МонолитКомСнаб,0,https://wa.me/79063598299,,79063598299, ,,,Нижний Новгород  улица Чаадаева  дом 1,,
СЕТЬСТРОЙ,0,,88314154761,, ,,,603096  Нижний Новгород  улица Станиславского  дом 13,,
РЕАЛ  строительная компания,0,https://wa.me/79527745655,,79527745655,real11.tiu.ru,,,603064  Нижний Новгород  улица Новикова-Прибоя  дом 16  8 офис  2 этаж,,
